year,Base case cost,Modeled water and wastewater efficiency
2017,25882.7553033,33935.1186594
2018,26658.9028789,33993.9968349
2019,27593.8185085,34111.2849723
2020,28088.7869281,34044.8355971
2021,28454.7464205,33933.0632957
2022,28719.1869829,33772.2140728
2023,28862.9677553,33560.9729824
2024,28938.4579048,33317.2868207
2025,29072.1503763,33107.0848165
2026,29244.1842779,32922.6272624
2027,29409.6450956,32750.2020072
2028,29575.5014145,32583.7729389
2029,29438.7744015,32225.6520027
2030,29299.6019073,31887.1656195
2031,29340.477756,31649.7478346
