year,Base case cost,Modeled wind power
2019,600669.606116,815256.10429
2020,645326.778089,839591.252786
2021,678039.961096,855859.230645
2022,701938.834344,865955.741184
2023,721893.603595,873517.117598
2024,737408.532022,878043.418278
2025,755425.978092,884628.545248
2026,777685.787403,894393.550671
2027,796190.798815,901796.491104
2028,813120.075308,908397.821986
2029,832952.272267,916213.330276
2030,845534.99907,919390.462473
2031,868874.125514,931013.259215
2032,895103.234237,945670.958826
2033,922731.029012,961868.86853
2034,953244.720322,980476.098392
2035,974984.959304,992903.977468
2036,1005591.26079,1011870.58981
2037,1027556.21564,1024783.70464
2038,1059730.08056,1045572.29434
