year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,4298422.0,1930123.0,2368299.0
2004,,4817856.0,1949982.0,2867874.0
2005,,4787681.0,1957817.0,2829864.0
2006,,4888805.0,1954124.0,2934681.0
2007,,4876801.0,1888299.0,2988502.0
2008,,4650079.0,1864596.0,2785483.0
2009,,4356516.0,1781066.0,2575450.0
2010,,4237282.0,1766129.0,2471153.0
2011,,4424644.0,1797824.0,2626820.0
2012,,4301703.0,1779578.0,2522125.0
2013,,4337557.0,1738575.0,2598982.0
2014,start of forecast,4419462.0,1836819.0,2582642.0
2015,,4438775.0,1856133.0,2582642.0
2016,,4458443.0,1875801.0,2582642.0
2017,,4478227.0,1895585.0,2582642.0
2018,,4493366.0,1910724.0,2582642.0
2019,,4502070.0,1919428.0,2582642.0
2020,,4511426.0,1928784.0,2582642.0
2021,,4522880.0,1940238.0,2582642.0
2022,,4532815.0,1950173.0,2582642.0
2023,,4543968.0,1961325.0,2582642.0
2024,,4554084.0,1971441.0,2582642.0
2025,,4564602.0,1981960.0,2582642.0
2026,,4574600.0,1991957.0,2582642.0
2027,,4586730.0,2004087.0,2582642.0
2028,,4600087.0,2017445.0,2582642.0
2029,,4600786.0,2018143.0,2582642.0
2030,,4605881.0,2023238.0,2582642.0
2031,,4617459.0,2034817.0,2582642.0
2032,,4638918.0,2056275.0,2582642.0
2033,,4663599.0,2080956.0,2582642.0
2034,,4689151.0,2106509.0,2582642.0
2035,,4714219.0,2131577.0,2582642.0
2036,,4738316.0,2155673.0,2582642.0
2037,,4762273.0,2179630.0,2582642.0
2038,,4788814.0,2206172.0,2582642.0
2039,,4819184.0,2236541.0,2582642.0
2040,,4852631.0,2269989.0,2582642.0
