year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,449458.0,404321.224833
2018,451578.0,406441.224833
2019,452638.0,407501.224833
2020,453700.0,408563.224833
2021,455817.0,410680.224833
2022,456878.0,411741.224833
2023,457941.0,412804.224833
2024,460057.0,414920.224833
2025,461120.0,415983.224833
2026,462181.0,417044.224833
2027,464298.0,419161.224833
2028,465363.0,420226.224833
2029,465364.0,420227.224833
2030,466421.0,421284.224833
2031,468539.0,423402.224833
2032,470664.0,425527.224833
2033,473844.0,428707.224833
2034,477027.0,431890.224833
2035,481262.0,436125.224833
2036,484443.0,439306.224833
