year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,211232.92,2433.45,173213.05,273785.52
2018,212390.54,2446.1,173213.05,275892.63
2019,213003.41,2453.38,173213.05,276946.19
2020,213684.36,2461.2,173213.05,277999.74
2021,214569.61,2470.77,173213.05,280106.85
2022,215318.66,2479.08,173213.05,281160.4
2023,216135.81,2488.4,173213.05,282213.96
2024,216884.86,2496.86,173213.05,284321.07
2025,217702.01,2505.65,173213.05,285374.62
2026,218451.06,2514.01,173213.05,286428.18
2027,219336.31,2524.15,173213.05,288535.29
2028,220357.74,2535.31,173213.05,289588.84
2029,220357.74,2535.9,173213.05,289588.84
2030,220766.32,2540.16,173213.05,290642.4
2031,221651.56,2549.84,173213.05,292749.5
2032,223217.76,2567.77,173213.05,294856.61
2033,225056.35,2588.41,173213.05,298017.28
2034,226963.03,2609.77,173213.05,301177.94
2035,228869.71,2630.72,173213.05,305392.16
2036,230640.2,2650.86,173213.05,308552.82
2037,232478.78,2670.89,173213.05,311713.49
2038,234453.56,2693.08,173213.05,314874.15
2039,236700.72,2718.47,173213.05,319088.37
2040,239220.26,2746.43,173213.05,323302.59
