year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,4707816
2004,,0,0,0,0,0,5285544
2005,,0,0,0,0,0,5228291
2006,,0,0,0,0,0,5346565
2007,,0,0,0,0,0,5089180
2008,,0,0,0,0,0,5111230
2009,,0,0,0,0,0,4822500
2010,,0,0,0,0,0,4624467
2011,,0,0,0,0,0,4860308
2012,,0,0,0,0,0,4745689
2013,,0,0,0,0,0,4723813
2014,start of forecast,0,0,0,0,1810000,3038000
2015,,0,0,0,0,1810000,3059000
2016,,0,0,0,0,1810000,3080000
2017,,0,0,0,0,1810000,3102000
2018,,0,0,0,0,1810000,3119000
2019,,0,0,0,0,1810000,3128000
2020,,0,0,0,0,1810000,3138000
2021,,0,0,0,0,1810000,3151000
2022,,0,0,0,0,1810000,3162000
2023,,0,0,0,0,1810000,3174000
2024,,0,0,0,0,1810000,3185000
2025,,0,0,0,0,1810000,3197000
2026,,0,0,0,0,1810000,3208000
2027,,0,0,0,0,1810000,3221000
2028,,0,0,0,0,1810000,3236000
2029,,0,0,0,0,1810000,3236000
2030,,0,0,0,0,1810000,3242000
2031,,0,0,0,0,1810000,3255000
2032,,0,0,0,0,1810000,3278000
2033,,0,0,0,0,1810000,3305000
2034,,0,0,0,0,1810000,3333000
2035,,0,0,0,0,1810000,3361000
2036,,0,0,0,0,1810000,3387000
2037,,0,0,0,0,1810000,3414000
2038,,0,0,0,0,1810000,3443000
2039,,0,0,0,0,1810000,3476000
2040,,0,0,0,0,1810000,3513000
