year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,173213.049344,128177.656515
2018,173213.049344,128177.656515
2019,173213.049344,128177.656515
2020,173213.049344,128177.656515
2021,173213.049344,128177.656515
2022,173213.049344,128177.656515
2023,173213.049344,128177.656515
2024,173213.049344,128177.656515
2025,173213.049344,128177.656515
2026,173213.049344,128177.656515
2027,173213.049344,128177.656515
2028,173213.049344,128177.656515
2029,173213.049344,128177.656515
2030,173213.049344,128177.656515
2031,173213.049344,128177.656515
