year,Base case cost,Modeled non-residential energy efficiency
2017,1702179.51328,1623016.19259
2018,1806455.13682,1707867.39079
2019,1948965.15566,1826102.42023
2020,2018482.23802,1880998.53078
2021,2067144.19567,1917889.88819
2022,2101902.73685,1942818.41373
2023,2129709.56979,1961826.10014
2024,2150564.6945,1974910.03805
2025,2174895.67333,1991134.84426
2026,2206178.36039,2013520.23014
2027,2230509.33921,2029973.54219
2028,2251364.46392,2043514.6204
2029,2282647.15098,2066230.82457
2030,2300026.42157,2076962.22948
2031,2331309.10864,2099886.25854
