year,Base case diesel consumed,Modeled residential ashp
2017,20714.9181563,3105.77960987
2018,20714.9181563,3105.77960987
2019,20714.9181563,3105.77960987
2020,20714.9181563,3105.77960987
2021,20714.9181563,3105.77960987
2022,20714.9181563,3105.77960987
2023,19392.7758425,1783.63729608
2024,19392.7758425,1783.63729608
2025,19392.7758425,1783.63729608
2026,19392.7758425,1783.63729608
2027,19392.7758425,1783.63729608
2028,18070.6335288,461.494982301
2029,18070.6335288,461.494982301
2030,18070.6335288,461.494982301
2031,18070.6335288,461.494982301
