year,annotation,Average Load
2003,,73.0
2004,,82.0
2005,,79.0
2006,,80.0
2007,,79.0
2008,,75.0
2009,,75.0
2010,,76.0
2011,,76.0
2012,,78.0
2013,,73.0
2014,start of forecast,76.0
2015,,77.0
2016,,77.0
2017,,77.0
2018,,77.0
2019,,77.0
2020,,77.0
2021,,77.0
2022,,77.0
2023,,77.0
2024,,77.0
2025,,77.0
2026,,77.0
2027,,77.0
2028,,77.0
2029,,77.0
2030,,77.0
2031,,77.0
2032,,77.0
2033,,77.0
2034,,77.0
2035,,77.0
2036,,77.0
2037,,77.0
2038,,77.0
2039,,77.0
2040,,77.0
