year,Base case diesel consumed,Modeled diesel efficiency
2019,56976.7548136,51797.0498306
2020,56976.7548136,51797.0498306
2021,57050.7505991,51864.3187265
2022,57050.7505991,51864.3187265
2023,57050.7505991,51864.3187265
2024,57050.7505991,51864.3187265
2025,57050.7505991,51864.3187265
2026,57050.7505991,51864.3187265
2027,57050.7505991,51864.3187265
2028,57050.7505991,51864.3187265
2029,57050.7505991,51864.3187265
2030,57124.7463846,51931.5876223
2031,57124.7463846,51931.5876223
2032,57124.7463846,51931.5876223
2033,57124.7463846,51931.5876223
2034,57124.7463846,51931.5876223
2035,57124.7463846,51931.5876223
2036,57124.7463846,51931.5876223
2037,57124.7463846,51931.5876223
2038,57124.7463846,51931.5876223
