year,Base case diesel consumed,Modeled residential ashp
2017,12155.6824469,-28725.6848786
2018,12374.938599,-28506.4287265
2019,12594.1947512,-28287.1725743
2020,12594.1947512,-28287.1725743
2021,12813.4509033,-28067.9164222
2022,13032.7070554,-27848.6602701
2023,13032.7070554,-27848.6602701
2024,13251.9632076,-27629.404118
2025,13471.2193597,-27410.1479658
2026,13471.2193597,-27410.1479658
2027,13690.4755118,-27190.8918137
2028,13690.4755118,-27190.8918137
2029,13909.7316639,-26971.6356616
2030,13909.7316639,-26971.6356616
2031,14128.9878161,-26752.3795094
