year,Base case cost,Modeled residential energy efficiency
2017,300216.825007,351470.924423
2018,329048.643507,373589.366069
2019,369262.415104,405154.413037
2020,384660.344044,415617.606856
2021,402444.282415,429278.043583
2022,417268.727546,440636.387316
2023,423139.171941,443544.323559
2024,434933.57983,452573.318374
2025,447764.145839,462529.093502
2026,455565.818472,467192.865315
2027,468720.886894,477556.796701
2028,474006.654785,480244.506137
2029,488338.969333,491712.745717
2030,492814.319912,493820.662979
2031,508352.098188,506417.732519
