year,Base case cost,Modeled non-residential energy efficiency
2017,874861.642161,957419.909807
2018,926308.64467,1004317.80976
2019,1000049.34827,1073616.03021
2020,1032632.44986,1101860.7694
2021,1056641.05103,1121632.68846
2022,1073790.05186,1134644.30443
2023,1085794.35245,1142608.1903
2024,1096083.75295,1148951.87309
2025,1108088.05354,1157102.93374
2026,1123522.15429,1168774.10502
2027,1135526.45487,1177103.66974
2028,1145815.85538,1183804.46081
2029,1159535.05604,1194019.16034
2030,1168109.55646,1199171.29616
2031,1183543.65722,1211263.24416
