year,Base case diesel consumed,Modeled diesel efficiency
2019,387734.705689,352486.09608
2020,386708.409485,351553.099532
2021,385613.693535,350557.903213
2022,384587.397331,349624.906665
2023,383629.520874,348754.109886
2024,382740.064165,347945.512877
2025,381850.607455,347136.915868
2026,380961.150745,346328.318859
2027,380071.694036,345519.721851
2028,379182.237326,344711.124842
2029,378566.459604,344151.326913
2030,377813.842388,343467.129444
2031,377061.225172,342782.931975
2032,376171.768462,341974.334966
2033,375282.311753,341165.737957
2034,374324.435296,340294.941178
2035,373434.978586,339486.344169
2036,372613.941623,338739.94693
2037,371724.484914,337931.349922
2038,370903.447951,337184.952683
