year,Base case cost,Modeled residential energy efficiency
2017,45725046.2426,48563408.2824
2018,49243913.7309,51311598.7288
2019,54032590.0228,55021327.1618
2020,56538127.8893,56987391.0989
2021,58297367.2203,58386981.1436
2022,59548887.3522,59381608.9282
2023,60516855.0586,60144062.7567
2024,61277620.5676,60750692.8572
2025,62087407.4086,61380655.0551
2026,63137534.5883,62199579.1222
2027,64120578.6257,62977109.2817
2028,64865784.0183,63568179.2659
2029,65514657.9982,64011539.368
2030,65881730.5846,64250165.7807
2031,66871918.4016,64983461.2504
2032,67941039.7064,65821379.4426
2033,69090877.563,66740014.1866
2034,70343054.365,67735298.6412
2035,71105602.6039,68318022.237
2036,72145673.3573,69101200.643
