year,Base case cost,Modeled solar power (pv)
2016,153449.805473,158505.100013
2017,188524.046724,193116.773522
2018,214829.727662,219086.335434
2019,251657.680976,255442.159375
2020,270071.657632,273637.483529
2021,282347.64207,285779.787395
2022,291116.202383,294463.097697
2023,298131.050633,301417.145416
2024,303392.186821,306641.362048
2025,309530.17904,312732.0329
2026,317421.883321,320555.121562
2027,324436.731571,327513.767954
2028,329697.867759,332741.806778
2029,336712.716009,339702.577831
2030,341096.996166,344066.305843
2031,349865.556478,352761.349393
2032,357757.26076,360591.60852
2033,365648.965041,368423.124317
2034,374417.525354,377122.279485
2035,380555.517573,383223.378864
