year,Base case cost,Modeled non-residential energy efficiency
2017,45470899.7792,47413125.269
2018,47980822.3314,49921787.3553
2019,51494713.9045,53433914.2761
2020,53251659.691,55189977.7365
2021,54422956.8821,56360686.7101
2022,55259597.7328,57196907.4055
2023,55928910.4134,57865883.9619
2024,56430894.9238,58367616.3791
2025,57016543.5193,58952970.8659
2026,57769520.285,59705569.4918
2027,58438832.9656,60374546.0482
2028,58940817.476,60876278.4654
2029,59610130.1566,61545255.0218
2030,60028450.582,61963365.3695
2031,60865091.4327,62799586.0649
