year,Base case diesel consumed,Modeled residential ashp
2017,15439987.238,4648483.92955
2018,15534114.1274,4742610.81891
2019,15603140.5129,4811637.20444
2020,15665891.7725,4874388.464
2021,15730211.8136,4938708.50506
2022,15772568.9138,4981065.60527
2023,15796100.6361,5004597.32761
2024,15822769.9214,5031266.61293
2025,15832182.6104,5040679.30186
2026,15846301.6438,5054798.33527
2027,15871402.1476,5079898.8391
2028,15891796.3069,5100292.99846
2029,15830613.8289,5039110.52037
2030,15783550.3842,4992047.0757
2031,15755312.3174,4963809.00889
