year,Base case cost,Modeled biomass for heat (cordwood)
2017,21638639.8174,27318257.1015
2018,24143766.1174,29170597.773
2019,27650942.9374,31763874.7131
2020,29404531.3474,33060513.1832
2021,30573590.2874,33924938.8299
2022,31408632.3874,34542385.7204
2023,32076666.0674,35036343.2328
2024,32577691.3274,35406811.3671
2025,33162220.7974,35839024.1904
2026,33913758.6874,36394726.3918
2027,34581792.3674,36888683.9042
2028,35082817.6274,37259152.0385
2029,35750851.3074,37753109.5509
2030,36168372.3574,38061832.9962
2031,37003414.4574,38679279.8867
2032,,
2033,,
2034,,
2035,,
2036,,
