year,Base case diesel consumed,Modeled non-residential ashp
2017,44140.3950914,30898.276564
2018,44140.3950914,30898.276564
2019,44140.3950914,30898.276564
2020,44140.3950914,30898.276564
2021,44140.3950914,30898.276564
2022,44140.3950914,30898.276564
2023,44140.3950914,30898.276564
2024,44140.3950914,30898.276564
2025,44140.3950914,30898.276564
2026,44140.3950914,30898.276564
2027,44140.3950914,30898.276564
2028,44140.3950914,30898.276564
2029,44140.3950914,30898.276564
2030,44140.3950914,30898.276564
2031,44140.3950914,30898.276564
