year,Base case diesel consumed,Modeled residential ashp
2017,66808.505599,10016.5732198
2018,66808.505599,10016.5732198
2019,66808.505599,10016.5732198
2020,65486.3632852,8694.43090602
2021,65486.3632852,8694.43090602
2022,64164.2209715,7372.28859223
2023,64164.2209715,7372.28859223
2024,64164.2209715,7372.28859223
2025,62842.0786577,6050.14627845
2026,62842.0786577,6050.14627845
2027,61519.9363439,4728.00396467
2028,61519.9363439,4728.00396467
2029,60197.7940301,3405.86165089
2030,60197.7940301,3405.86165089
2031,60197.7940301,3405.86165089
