year,Base case cost,Modeled biomass for heat (cordwood)
2017,161936.967252,191115.871732
2018,177385.967252,202539.053312
2019,198573.167252,218205.130906
2020,209166.767252,226038.169704
2021,216229.167252,231260.195569
2022,221525.967252,235176.714968
2023,225498.567252,238114.104517
2024,228588.367252,240398.740832
2025,232119.567252,243009.753765
2026,236974.967252,246599.896547
2027,240947.567252,249537.286096
2028,244037.367252,251821.922412
2029,248451.367252,255085.688578
2030,250658.367252,256717.57166
2031,255513.767252,260307.714443
2032,,
2033,,
2034,,
2035,,
2036,,
