year,Base case cost,Modeled non-residential energy efficiency
2017,538287.46978,505367.0332
2018,553736.608062,520816.171482
2019,574923.997706,542003.561126
2020,585517.692528,552597.255948
2021,592580.155742,559659.719163
2022,597877.003153,564956.566574
2023,601849.638712,568929.202132
2024,604939.466368,572019.029788
2025,608470.697975,575550.261396
2026,613326.141435,580405.704856
2027,617298.776994,584378.340414
2028,620388.60465,587468.16807
2029,624802.644159,591882.20758
2030,627009.663914,594089.227334
2031,631865.107374,598944.670794
