year,Base case cost,Modeled non-residential energy efficiency
2017,538287.46978,505367.0332
2018,553736.608062,519263.226174
2019,574923.997706,538934.067665
2020,585517.692528,548046.758432
2021,592580.155742,553662.928626
2022,597877.003153,557547.380506
2023,601849.638712,560140.723555
2024,604939.466368,561883.585872
2025,608470.697975,564099.421639
2026,613326.141435,567670.298841
2027,617298.776994,570388.475171
2028,620388.60465,572253.244991
2029,624802.644159,575470.938947
2030,627009.663914,576509.652506
2031,631865.107374,580224.171938
