year,Base case cost,Modeled residential energy efficiency
2017,361217.990552,366613.407811
2018,381095.166885,382847.205815
2019,408355.294427,405448.07201
2020,414459.594445,408825.11162
2021,423366.477381,415661.313169
2022,422206.1799,412767.724832
2023,427115.149289,416200.671572
2024,430933.236591,418719.892354
2025,427186.565887,413612.038731
2026,433062.786818,417904.982814
2027,429535.622088,412970.475891
2028,433196.361425,415399.419467
2029,429899.941809,410647.945268
2030,432458.55992,412165.361538
2031,438087.519764,416290.073249
2032,434886.975579,411599.992903
2033,431439.170306,406677.018624
2034,428222.110148,401919.134662
2035,422401.475317,394969.803738
2036,418701.132125,389755.718791
