year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44140.3950914,32577.4523676
2018,44140.3950914,32577.4523676
2019,44140.3950914,32577.4523676
2020,44140.3950914,32577.4523676
2021,44140.3950914,32577.4523676
2022,44140.3950914,32577.4523676
2023,44140.3950914,32577.4523676
2024,44140.3950914,32577.4523676
2025,44140.3950914,32577.4523676
2026,44140.3950914,32577.4523676
2027,44140.3950914,32577.4523676
2028,44140.3950914,32577.4523676
2029,44140.3950914,32577.4523676
2030,44140.3950914,32577.4523676
2031,44140.3950914,32577.4523676
