year,Base case cost,Modeled water and wastewater efficiency
2017,88597.5268102,73876.0028846
2018,93478.8198781,77045.5256657
2019,100611.961734,81798.0874885
2020,104001.745251,83934.7017682
2021,106271.145474,85292.2934499
2022,108165.775795,86392.8457951
2023,109311.302272,86974.0744136
2024,110455.710496,87559.6823952
2025,111605.470398,88154.2311102
2026,113135.075151,89019.8728712
2027,114484.390268,89764.2417335
2028,115456.691502,90249.2320512
2029,116988.474281,91130.6007145
2030,117775.449851,91494.9516291
2031,119311.350639,92388.1888412
