year,Base case diesel consumed,Modeled residential ashp
2017,11563.221732,-31928.7345006
2018,11563.221732,-31928.7345006
2019,11563.221732,-31928.7345006
2020,11798.3639559,-31693.5922766
2021,11798.3639559,-31693.5922766
2022,11798.3639559,-31693.5922766
2023,12033.5061798,-31458.4500527
2024,12033.5061798,-31458.4500527
2025,12033.5061798,-31458.4500527
2026,12268.6484038,-31223.3078288
2027,12268.6484038,-31223.3078288
2028,12503.7906277,-30988.1656048
2029,12503.7906277,-30988.1656048
2030,12503.7906277,-30988.1656048
2031,12738.9328517,-30753.0233809
