year,Base case cost,Modeled diesel efficiency
2019,131046.526039,292120.621892
2020,140503.491835,296663.470968
2021,146895.174601,298514.723864
2022,152272.664956,299536.781345
2023,155597.55097,298783.4578
2024,159163.875326,298338.122214
2025,162511.46714,297780.363461
2026,166908.066925,298260.647458
2027,171044.306867,298586.661543
2028,174155.758359,298061.538737
2029,178855.859007,299059.245372
2030,181214.991651,298005.559537
2031,185951.42158,299188.014575
2032,191240.359314,300945.953877
2033,196026.742003,302318.513588
2034,201081.809994,304005.145999
2035,204315.872807,304104.495997
2036,209699.418042,306224.500069
2037,213202.923018,306700.395174
2038,218320.81039,308707.405474
