year,Base case cost,Modeled solar power (pv)
2016,79186.478309,85858.8501572
2017,97722.7367584,103967.351947
2018,111189.546876,117088.985869
2019,131046.526039,136519.118621
2020,140503.491835,145703.780226
2021,146895.174601,151872.396753
2022,152272.664956,157046.091945
2023,155597.55097,160200.297676
2024,159163.875326,163599.924057
2025,162511.46714,166784.712315
2026,166908.066925,171008.36736
2027,171044.306867,174982.529301
2028,174155.758359,177949.382374
2029,178855.859007,182487.909243
2030,181214.991651,184716.186009
2031,185951.42158,189298.148022
2032,191240.359314,194429.516665
2033,196026.742003,199068.499729
2034,201081.809994,203973.02233
2035,204315.872807,207085.920518
