year,Base case diesel consumed,Modeled non-residential ashp
2017,194401.569772,168173.101235
2018,203126.786598,176898.318061
2019,211852.003424,185623.534886
2020,220577.220249,194348.751712
2021,232210.842684,205982.374146
2022,240936.059509,214707.590972
2023,249661.276335,223432.807798
2024,258386.493161,232158.024623
2025,267111.709986,240883.241449
2026,278745.332421,252516.863883
2027,287470.549246,261242.080709
2028,296195.766072,269967.297535
2029,307829.388506,281600.919969
2030,316554.605332,290326.136795
2031,325279.822158,299051.35362
