year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,4644.43418884,3018.88222275
2018,4557.84092019,2962.59659812
2019,4469.37653802,2905.09474971
2020,4380.72704213,2847.47257739
2021,4293.04306745,2790.47799384
2022,4205.25388425,2733.41502477
2023,4117.78964888,2676.56327177
2024,4029.10486153,2618.91815999
2025,3940.19234435,2561.12502383
2026,3850.76909975,2502.99991484
2027,3762.58438579,2445.67985077
2028,3675.03025707,2388.76966709
2029,3578.01734992,2325.71127745
2030,3483.30105148,2264.14568346
2031,3391.83556306,2204.69311599
