year,Base case cost,Modeled water and wastewater efficiency
2017,46294.4384097,68226.4748636
2018,48419.4134047,69742.1375021
2019,51287.3545235,71780.2742204
2020,52605.9823654,72741.5757855
2021,53492.1012439,73402.4323456
2022,54117.5511227,73882.5671919
2023,54486.3610353,74183.9688072
2024,54765.6947536,74424.047378
2025,55123.5741878,74720.1144199
2026,55558.3843042,75071.3964506
2027,55907.9296396,75363.0050569
2028,56172.4295228,75595.1832364
2029,56579.5940492,75933.8110093
2030,56742.6580907,76099.7591889
2031,57149.1395662,76436.8503114
