year,Base case cost,Modeled non-residential energy efficiency
2017,2255669.73426,2327385.28556
2018,2369176.99845,2425590.26833
2019,2521975.23872,2560395.22766
2020,2596191.52684,2622492.12568
2021,2644213.83093,2660456.80878
2022,2683504.807,2690478.79279
2023,2709698.79104,2708506.16814
2024,2731527.11108,2722632.01699
2025,2753355.43112,2736901.20172
2026,2788280.74318,2763455.27007
2027,2814474.72722,2782049.42931
2028,2836303.04726,2796728.77812
2029,2862497.03131,2815586.79248
2030,2879959.68734,2826475.5099
2031,2914884.9994,2853681.76091
