year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,314504.242266,232733.139277
2018,314504.242266,232733.139277
2019,314504.242266,232733.139277
2020,314504.242266,232733.139277
2021,314504.242266,232733.139277
2022,314504.242266,232733.139277
2023,314504.242266,232733.139277
2024,314504.242266,232733.139277
2025,314504.242266,232733.139277
2026,314504.242266,232733.139277
2027,314504.242266,232733.139277
2028,314504.242266,232733.139277
2029,314504.242266,232733.139277
2030,314504.242266,232733.139277
2031,314504.242266,232733.139277
