year,annotation,Average Load
2003,,265.0
2004,,263.0
2005,,263.0
2006,,301.0
2007,,306.0
2008,,306.0
2009,,306.0
2010,,328.0
2011,,340.0
2012,,372.0
2013,,359.0
2014,start of forecast,370.0
2015,,379.0
2016,,388.0
2017,,398.0
2018,,407.0
2019,,417.0
2020,,427.0
2021,,437.0
2022,,447.0
2023,,458.0
2024,,469.0
2025,,480.0
2026,,491.0
2027,,502.0
2028,,513.0
2029,,525.0
2030,,536.0
2031,,548.0
2032,,560.0
2033,,572.0
2034,,585.0
2035,,597.0
2036,,610.0
2037,,623.0
2038,,637.0
2039,,650.0
2040,,664.0
