year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,236878.98,48581.66,314504.24,169898.76
2018,243603.06,49363.45,314504.24,174839.98
2019,250689.11,50161.97,314504.24,180398.85
2020,257627.8,50973.33,314504.24,185340.07
2021,264743.77,51797.61,314504.24,190898.94
2022,272040.3,52638.97,314504.24,196457.81
2023,279431.95,53498.62,314504.24,202634.34
2024,287074.43,54374.58,314504.24,208193.21
2025,294717.69,55261.93,314504.24,214369.73
2026,302501.48,56158.25,314504.24,219928.61
2027,310291.18,57063.43,314504.24,226105.13
2028,318229.79,57980.57,314504.24,232281.65
2029,326391.67,58921.6,314504.24,238458.18
2030,334629.65,59874.63,314504.24,245252.35
2031,343017.06,60841.65,314504.24,251428.88
2032,351479.19,61817.36,314504.24,258223.05
2033,360016.43,62807.71,314504.24,264399.58
2034,368778.24,63817.98,314504.24,271193.75
2035,377689.81,64848.53,314504.24,277987.93
2036,386826.08,65901.86,314504.24,285399.76
2037,396112.11,66978.97,314504.24,292193.94
2038,405622.8,68075.81,314504.24,299605.76
2039,415208.38,69188.64,314504.24,307017.59
2040,425018.62,70319.73,314504.24,315047.07
