year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2395750
2004,,0,0,0,0,0,2420103
2005,,0,0,0,0,0,2477366
2006,,0,0,0,0,0,2775957
2007,,0,0,0,0,0,2769085
2008,,0,0,3469,0,0,2802738
2009,,0,0,315353,0,0,2702199
2010,,0,0,675735,0,0,2713862
2011,,0,0,543096,0,0,2780085
2012,,0,0,637520,0,0,2803192
2013,,0,0,563074,0,0,2766673
2014,start of forecast,0,0,581230,0,0,2908770
2015,,0,0,593941,0,0,2980059
2016,,0,0,579415,0,0,3080585
2017,,0,0,584862,0,0,3163138
2018,,0,0,586073,0,0,3252927
2019,,0,0,583450,0,0,3347550
2020,,0,0,584795,0,0,3440205
2021,,0,0,584773,0,0,3535227
2022,,0,0,584339,0,0,3632661
2023,,0,0,584636,0,0,3731364
2024,,0,0,584583,0,0,3833417
2025,,0,0,584519,0,0,3935481
2026,,0,0,584579,0,0,4039421
2027,,0,0,584560,0,0,4143440
2028,,0,0,584553,0,0,4249447
2029,,0,0,584564,0,0,4358436
2030,,0,0,584559,0,0,4468441
2031,,0,0,584559,0,0,4580441
2032,,0,0,584561,0,0,4693439
2033,,0,0,584559,0,0,4807441
2034,,0,0,584560,0,0,4924440
2035,,0,0,584560,0,0,5043440
2036,,0,0,584560,0,0,5165440
2037,,0,0,584560,0,0,5289440
2038,,0,0,584560,0,0,5416440
2039,,0,0,584560,0,0,5544440
2040,,0,0,584560,0,0,5675440
