year,Base case cost,Modeled diesel efficiency
2019,696915.71764,1001800.28178
2020,760001.995734,1050520.80605
2021,810115.930272,1087650.57131
2022,856926.934452,1121975.21224
2023,896976.549084,1150346.04517
2024,935862.654769,1177847.53111
2025,975515.550104,1206230.0717
2026,1025480.02263,1244166.43464
2027,1070504.55836,1277787.3963
2028,1113804.26509,1310011.66997
2029,1161954.34122,1346812.69288
2030,1204666.74558,1378833.77881
2031,1262302.79379,1424581.38489
2032,1318046.95351,1468764.92362
2033,1375262.76628,1514438.50778
2034,1438235.13648,1565493.93825
2035,1491874.75261,1608210.17601
2036,1558909.11982,1663245.18792
2037,1612176.28643,1705902.96893
2038,1683334.61453,1764960.60428
