year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,183845.38,8003.14,213290.09,138291.61
2018,185726.89,8098.66,213290.09,140675.7
2019,187985.91,8203.26,213290.09,141867.75
2020,189797.64,8279.45,213290.09,144251.84
2021,191686.1,8368.75,213290.09,145443.89
2022,193552.96,8450.56,213290.09,147827.98
2023,196006.35,8561.54,213290.09,150212.07
2024,197717.29,8640.94,213290.09,151404.12
2025,199584.24,8723.9,213290.09,153788.21
2026,202168.48,8841.97,213290.09,156172.3
2027,204102.97,8928.25,213290.09,158556.4
2028,206398.89,9032.7,213290.09,160940.49
2029,208335.73,9119.43,213290.09,162132.53
2030,210343.66,9209.92,213290.09,164516.63
2031,212352.16,9302.23,213290.09,166900.72
2032,216081.91,,,170476.86
2033,218233.61,,,171668.9
2034,220313.7,,,174053.0
2035,222465.47,,,176437.09
2036,224617.23,,,178821.18
