year,Base case cost,Modeled water and wastewater efficiency
2017,41695.988728,29982.7214413
2018,44799.9562731,32137.8522176
2019,49070.9345127,35104.7459434
2020,51241.6512532,36613.2872294
2021,52999.55512,37835.4131186
2022,54517.1253627,38890.7763612
2023,55818.6021568,39796.2914307
2024,56916.315684,40560.1301477
2025,58161.4391148,41426.684206
2026,59782.4538277,42555.159801
2027,61082.4981584,43460.3622123
2028,62412.8465435,44386.9302522
2029,63744.7113942,45314.6553984
2030,64881.9436991,46107.0240829
2031,66401.3270862,47165.7252914
