year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,16043.69,7916.34,62188.06,18192.87
2018,16043.69,7914.86,62188.06,18192.87
2019,16043.69,7913.58,62188.06,18192.87
2020,16043.69,7911.15,62188.06,18192.87
2021,16043.69,7910.56,62188.06,18192.87
2022,16043.69,7910.07,62188.06,18192.87
2023,16043.69,7906.37,62188.06,18192.87
2024,16043.69,7906.3,62188.06,18192.87
2025,16043.69,7906.1,62188.06,18192.87
2026,16043.69,7906.26,62188.06,18192.87
2027,16043.69,7905.86,62188.06,18192.87
2028,16043.69,7905.44,62188.06,18192.87
2029,16043.69,7905.23,62188.06,18192.87
2030,16043.69,7904.08,62188.06,18192.87
2031,16043.69,7904.0,62188.06,18192.87
2032,16043.69,7903.19,62188.06,19188.66
2033,16043.69,7903.24,62188.06,19188.66
2034,16043.69,7903.36,62188.06,19188.66
2035,16043.69,7903.58,62188.06,19188.66
2036,16043.69,7901.98,62188.06,19188.66
2037,16043.69,7902.38,62188.06,19188.66
2038,16043.69,7901.86,62188.06,19188.66
2039,16043.69,7902.07,62188.06,19188.66
2040,16043.69,7902.7,62188.06,19188.66
