year,Base case diesel consumed,Modeled residential energy efficiency
2017,18192.8709175,14423.8549911
2018,18192.8709175,14423.8549911
2019,18192.8709175,14423.8549911
2020,18192.8709175,14423.8549911
2021,18192.8709175,14423.8549911
2022,18192.8709175,14423.8549911
2023,18192.8709175,14423.8549911
2024,18192.8709175,14423.8549911
2025,18192.8709175,14423.8549911
2026,18192.8709175,14423.8549911
2027,18192.8709175,14423.8549911
2028,18192.8709175,14423.8549911
2029,18192.8709175,14423.8549911
2030,18192.8709175,14423.8549911
2031,18192.8709175,14423.8549911
2032,19188.6629877,15419.6470614
2033,19188.6629877,15419.6470614
2034,19188.6629877,15419.6470614
2035,19188.6629877,15419.6470614
2036,19188.6629877,15419.6470614
