year,Base case cost,Modeled wind power
2019,55832.0572237,
2020,59201.2330907,
2021,61447.3503353,
2022,63212.1567418,
2023,64335.2153641,
2024,65297.8370404,
2025,66581.3326088,
2026,68025.2651232,
2027,69148.3237455,
2028,70110.9454217,
2029,71554.8779362,
2030,72357.0626664,
2031,73800.9951808,
2032,75244.9276952,
2033,76688.8602096,
2034,78293.2296701,
2035,79255.8513463,
2036,80860.2208068,
2037,81822.842483,
2038,83427.2119435,
