year,Base case cost,Modeled water and wastewater efficiency
2017,52353.31878,39146.6324726
2018,55783.4574039,41378.1730973
2019,60499.9435032,44481.5736603
2020,62750.9836974,45920.6834891
2021,64251.6971674,46853.386519
2022,65430.8317154,47570.5136256
2023,66181.1801316,48001.5859585
2024,66824.3511383,48359.7956547
2025,67681.9127476,48864.8722653
2026,68646.6697203,49443.9659375
2027,69397.0375935,49880.1592733
2028,70040.2113872,50245.5526575
2029,71004.9713378,50829.9207335
2030,71540.9576075,51126.5705794
2031,72505.719717,51714.0313237
