year,Base case diesel consumed,Modeled diesel efficiency
2019,16043.6946045,14585.1769132
2020,16043.6946045,14585.1769132
2021,16043.6946045,14585.1769132
2022,16043.6946045,14585.1769132
2023,16043.6946045,14585.1769132
2024,16043.6946045,14585.1769132
2025,16043.6946045,14585.1769132
2026,16043.6946045,14585.1769132
2027,16043.6946045,14585.1769132
2028,16043.6946045,14585.1769132
2029,16043.6946045,14585.1769132
2030,16043.6946045,14585.1769132
2031,16043.6946045,14585.1769132
2032,16043.6946045,14585.1769132
2033,16043.6946045,14585.1769132
2034,16043.6946045,14585.1769132
2035,16043.6946045,14585.1769132
2036,16043.6946045,14585.1769132
2037,16043.6946045,14585.1769132
2038,16043.6946045,14585.1769132
