year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,88297.0,72091.7058186
2018,88296.0,72090.7058186
2019,88295.0,72089.7058186
2020,88292.0,72086.7058186
2021,88292.0,72086.7058186
2022,88291.0,72085.7058186
2023,88287.0,72081.7058186
2024,88287.0,72081.7058186
2025,88287.0,72081.7058186
2026,88287.0,72081.7058186
2027,88287.0,72081.7058186
2028,88286.0,72080.7058186
2029,88286.0,72080.7058186
2030,88285.0,72079.7058186
2031,88285.0,72079.7058186
2032,89280.0,73074.7058186
2033,89280.0,73074.7058186
2034,89280.0,73074.7058186
2035,89281.0,73075.7058186
2036,89279.0,73073.7058186
