year,Base case cost,Modeled non-residential energy efficiency
2017,357417.066533,420329.5152
2018,380759.650472,440989.08635
2019,412855.703388,470108.397918
2020,428174.274099,483134.450551
2021,438386.654572,491290.064384
2022,446410.667801,497380.247566
2023,451516.858038,500702.59917
2024,455893.592526,503360.684526
2025,461729.238511,507458.089923
2026,468294.340244,512292.477252
2027,473400.530481,515758.555955
2028,477777.264969,518556.999824
2029,484342.366702,523492.960266
2030,487989.645443,525655.259074
2031,494554.747176,530655.02923
