year,Base case cost,Modeled residential energy efficiency
2017,33050.068285,38612.840656
2018,34603.7556517,39730.4674479
2019,36790.4267604,41303.4236734
2020,37826.2183382,42048.5082013
2021,33863.620983,37875.9557545
2022,34309.5228388,38176.5040853
2023,34656.3353933,38410.2638982
2024,39840.2575173,43497.2836722
2025,40185.5213766,43745.6451815
2026,40645.8731889,44076.7938605
2027,41048.6810247,44366.5489547
2028,41336.4009075,44573.5168791
2029,52114.0153214,55221.9281597
2030,62878.9843238,65906.1452038
2031,68857.9371025,71755.8948492
2032,64311.6448063,67080.3994197
2033,59718.9052498,62342.3063382
2034,54982.1778271,57460.2253905
2035,55349.8909688,57747.186574
2036,56011.774624,58263.7167042
