year,Base case cost,Modeled non-residential energy efficiency
2017,151424.963621,148527.93804
2018,156637.512598,153695.681259
2019,163968.107876,160964.66862
2020,167441.345425,164408.50239
2021,169943.511907,166891.066354
2022,171688.208643,168618.96093
2023,173032.629275,169953.580303
2024,174190.375125,171101.524893
2025,175348.120975,172249.469483
2026,176889.987005,173778.733894
2027,178239.792945,175117.338394
2028,179210.864012,176078.608202
2029,180752.730042,177607.872612
2030,181713.030494,178561.172165
2031,183260.281832,180094.421703
