year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,18667.4782922,13813.9339362
2018,18667.4782922,13813.9339362
2019,18667.4782922,13813.9339362
2020,18667.4782922,13813.9339362
2021,18667.4782922,13813.9339362
2022,18667.4782922,13813.9339362
2023,18667.4782922,13813.9339362
2024,18667.4782922,13813.9339362
2025,18667.4782922,13813.9339362
2026,18667.4782922,13813.9339362
2027,18667.4782922,13813.9339362
2028,18667.4782922,13813.9339362
2029,18667.4782922,13813.9339362
2030,18667.4782922,13813.9339362
2031,18667.4782922,13813.9339362
