year,Base case diesel consumed,Modeled non-residential ashp
2017,10401.9239183,4801.68043061
2018,10401.9239183,4801.68043061
2019,10401.9239183,4801.68043061
2020,10401.9239183,4801.68043061
2021,8955.92757897,3355.68409131
2022,8955.92757897,3355.68409131
2023,8955.92757897,3355.68409131
2024,10401.9239183,4801.68043061
2025,10401.9239183,4801.68043061
2026,10401.9239183,4801.68043061
2027,10401.9239183,4801.68043061
2028,10401.9239183,4801.68043061
2029,13293.9165969,7693.67310922
2030,16185.9092755,10585.6657878
2031,17631.9056148,12031.6621271
