year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20582.98,123542.66,192809.53,52557.3,205895.82,171994.61
2018,22694.66,136204.46,207850.04,54239.56,212465.27,177482.39
2019,25624.13,153790.3,228739.62,56567.21,221589.5,185104.3
2020,27090.9,162583.22,239184.42,57735.65,226151.62,188915.25
2021,28030.6,168210.69,245869.09,58485.39,229071.38,191354.26
2022,28792.34,172783.01,251300.38,59090.69,231443.68,193335.96
2023,29317.91,175948.46,255060.51,59505.94,233086.04,194707.91
2024,29726.73,178410.48,257985.05,59829.08,234363.44,195774.97
2025,30252.36,181575.93,261745.17,60244.62,236005.8,197146.92
2026,30835.97,185093.1,265923.09,60705.56,237830.65,198671.3
2027,31359.93,188258.55,269683.22,61117.88,239473.01,200043.24
2028,31826.25,191072.29,263873.79,61485.65,240932.89,195343.26
2029,32403.36,194589.45,267911.67,61933.97,242757.73,196822.8
2030,32745.64,196699.75,270334.39,62195.24,243852.64,197710.53
2031,33382.78,200568.64,274776.06,62693.67,245859.97,199338.03
2032,,,279217.72,,,200965.54
2033,,,284063.17,,,202740.99
2034,,,288504.83,,,204368.49
2035,,,291735.13,,,205552.13
2036,,,286294.48,,,201044.94
