year,Base case diesel consumed,Modeled diesel efficiency
2019,31608.512607,28735.0114609
2020,31608.512607,28735.0114609
2021,31608.512607,28735.0114609
2022,31608.512607,28735.0114609
2023,31608.512607,28735.0114609
2024,31608.512607,28735.0114609
2025,31608.512607,28735.0114609
2026,31608.512607,28735.0114609
2027,31608.512607,28735.0114609
2028,31608.512607,28735.0114609
2029,31608.512607,28735.0114609
2030,31533.7879909,28667.0799917
2031,31533.7879909,28667.0799917
2032,31533.7879909,28667.0799917
2033,31533.7879909,28667.0799917
2034,31533.7879909,28667.0799917
2035,31533.7879909,28667.0799917
2036,31533.7879909,28667.0799917
2037,31533.7879909,28667.0799917
2038,31533.7879909,28667.0799917
