year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35171.6816639,26027.0444313
2018,35171.6816639,26027.0444313
2019,35171.6816639,26027.0444313
2020,35171.6816639,26027.0444313
2021,35171.6816639,26027.0444313
2022,35171.6816639,26027.0444313
2023,35171.6816639,26027.0444313
2024,35171.6816639,26027.0444313
2025,35171.6816639,26027.0444313
2026,35171.6816639,26027.0444313
2027,35171.6816639,26027.0444313
2028,35171.6816639,26027.0444313
2029,35171.6816639,26027.0444313
2030,35171.6816639,26027.0444313
2031,35171.6816639,26027.0444313
