year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,31608.51,5859.82,35171.68,41779.18
2018,31608.51,5860.37,35171.68,41779.18
2019,31608.51,5860.21,35171.68,41779.18
2020,31608.51,5860.58,35171.68,41779.18
2021,31608.51,5861.0,35171.68,41779.18
2022,31608.51,5860.96,35171.68,41779.18
2023,31608.51,5860.58,35171.68,41779.18
2024,31608.51,5860.3,35171.68,41779.18
2025,31608.51,5859.95,35171.68,41779.18
2026,31608.51,5859.5,35171.68,41779.18
2027,31608.51,5858.87,35171.68,41779.18
2028,31608.51,5858.43,35171.68,40378.75
2029,31608.51,5856.85,35171.68,40378.75
2030,31533.79,5855.21,35171.68,40378.75
2031,31533.79,5854.0,35171.68,40378.75
2032,31533.79,,,40378.75
2033,31533.79,,,40378.75
2034,31533.79,,,40378.75
2035,31533.79,,,40378.75
2036,31533.79,,,38978.32
