year,annotation,Electricity price ($/kwh)
2003,,0.39
2004,,0.39
2005,,0.39
2006,,0.4
2007,,0.43
2008,,0.6
2009,,0.66
2010,,0.55
2011,,0.62
2012,,0.76
2013,,0.88
2014,,0.9
2015,,0.9
2016,start of forecast,0.81
2017,,0.84
2018,,0.87
2019,,0.91
2020,,0.93
2021,,0.94
2022,,0.95
2023,,0.95
2024,,0.96
2025,,0.97
2026,,0.97
2027,,0.98
2028,,0.99
2029,,0.99
2030,,1.0
2031,,1.01
2032,,1.01
2033,,1.02
2034,,1.03
2035,,1.04
2036,,1.05
2037,,1.05
2038,,1.06
2039,,1.07
2040,,1.08
