year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,35172.0,26006.7765844
2018,35172.0,26006.7765844
2019,35172.0,26006.7765844
2020,35172.0,26006.7765844
2021,35172.0,26006.7765844
2022,35172.0,26006.7765844
2023,35172.0,26006.7765844
2024,35172.0,26006.7765844
2025,35172.0,26006.7765844
2026,35172.0,26006.7765844
2027,35172.0,26006.7765844
2028,35172.0,26006.7765844
2029,35172.0,26006.7765844
2030,35172.0,26006.7765844
2031,35172.0,26006.7765844
2032,,
2033,,
2034,,
2035,,
2036,,
