year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,5223.04,490268.0,490268.0
2004,,5223.04,475700.0,475700.0
2005,,5223.04,474726.0,474726.0
2006,,5223.04,478676.0,478676.0
2007,,5223.04,479414.0,479414.0
2008,,5223.04,438200.0,438200.0
2009,,5223.04,434134.0,434134.0
2010,,5223.04,509800.0,509800.0
2011,,5223.04,516300.0,516300.0
2012,,5223.04,528700.0,528700.0
2013,,5223.04,508802.0,508802.0
2014,,5223.04,294100.0,294100.0
2015,,5223.04,210079.0,210079.0
2016,start of forecast,5223.04,423000.0,423000.0
2017,,5223.04,423000.0,423000.0
2018,,5223.04,423000.0,423000.0
2019,,5223.04,423000.0,423000.0
2020,,5223.04,423000.0,423000.0
2021,,5223.04,423000.0,423000.0
2022,,5223.04,423000.0,423000.0
2023,,5223.04,423000.0,423000.0
2024,,5223.04,423000.0,423000.0
2025,,5223.04,423000.0,423000.0
2026,,5223.04,423000.0,423000.0
2027,,5223.04,423000.0,423000.0
2028,,5223.04,423000.0,423000.0
2029,,5223.04,423000.0,423000.0
2030,,5223.04,422000.0,422000.0
2031,,5223.04,422000.0,422000.0
2032,,5223.04,422000.0,422000.0
2033,,5223.04,422000.0,422000.0
2034,,5223.04,422000.0,422000.0
2035,,5223.04,422000.0,422000.0
2036,,5223.04,422000.0,422000.0
2037,,5223.04,422000.0,422000.0
2038,,5223.04,422000.0,422000.0
2039,,5223.04,422000.0,422000.0
2040,,5223.04,421000.0,421000.0
