year,Base case cost,Modeled non-residential energy efficiency
2017,329438.473233,316565.799158
2018,348669.729123,333136.023588
2019,375379.806749,356543.16065
2020,388734.845562,367803.221533
2021,397282.070402,374703.783365
2022,404226.690585,380164.880032
2023,409034.504558,383699.268486
2024,412773.915425,386279.983662
2025,417581.729398,389853.582695
2026,422923.744923,393932.85601
2027,427731.558896,397543.849166
2028,432005.171316,400686.129143
2029,437347.186841,404819.539631
2030,440552.396156,407023.134556
2031,446428.613234,411677.31032
