year,Base case diesel consumed,Modeled non-residential ashp
2017,32835.7485459,21134.8533132
2018,32835.7485459,21134.8533132
2019,34805.7792481,23104.8840154
2020,34805.7792481,23104.8840154
2021,34805.7792481,23104.8840154
2022,34805.7792481,23104.8840154
2023,34805.7792481,23104.8840154
2024,34805.7792481,23104.8840154
2025,34805.7792481,23104.8840154
2026,34805.7792481,23104.8840154
2027,36775.8099503,25074.9147176
2028,36775.8099503,25074.9147176
2029,36775.8099503,25074.9147176
2030,36775.8099503,25074.9147176
2031,36775.8099503,25074.9147176
