year,Base case diesel consumed,Modeled residential ashp
2017,4394.64079222,-18511.0536167
2018,4125.95729027,-18779.7371186
2019,4125.95729027,-18779.7371186
2020,4125.95729027,-18779.7371186
2021,4125.95729027,-18779.7371186
2022,3857.27378832,-19048.4206206
2023,3857.27378832,-19048.4206206
2024,3857.27378832,-19048.4206206
2025,3588.59028638,-19317.1041225
2026,3588.59028638,-19317.1041225
2027,3588.59028638,-19317.1041225
2028,3319.90678443,-19585.7876245
2029,3319.90678443,-19585.7876245
2030,3051.22328249,-19854.4711264
2031,3051.22328249,-19854.4711264
