year,Base case diesel consumed,Modeled solar power (pv)
2016,102456.194477,100884.930489
2017,102456.194477,100897.500601
2018,102456.194477,100909.970152
2019,102456.194477,100922.339947
2020,102456.194477,100934.610783
2021,102456.194477,100946.783452
2022,102456.194477,100958.858741
2023,102456.194477,100970.837427
2024,102456.194477,100982.720283
2025,102456.194477,100994.508077
2026,102456.194477,101006.201568
2027,102456.194477,101017.801511
2028,102456.194477,101029.308655
2029,102456.194477,101040.723741
2030,102456.194477,101052.047507
2031,102456.194477,101063.280683
2032,102456.194477,101074.423993
2033,102456.194477,101085.478157
2034,102456.194477,101096.443888
2035,102456.194477,101107.321892
